logAge,Mass,Umag,Bmag,Vmag,Rmag,Imag,B-V,V-I
8.4,3.671,1.375,0.728,-0.502,-2.553,-4.6,1.23,4.098
8.4,3.671,1.414,0.995,-0.184,-2.372,-4.484,1.179,4.3
8.4,3.671,1.47,1.211,0.045,-2.238,-4.388,1.1660000000000001,4.433
8.4,3.671,1.537,1.353,0.176,-2.158,-4.329,1.177,4.505
8.4,3.671,1.571,1.403,0.206,-2.139,-4.314,1.197,4.5200000000000005
8.4,3.671,1.582,1.42,0.217,-2.133,-4.31,1.2029999999999998,4.526999999999999
8.4,3.672,1.53,1.283,0.097,-2.237,-4.407,1.186,4.5040000000000004
8.4,3.671,2.253,2.059,0.611,-1.886,-4.122,1.4480000000000002,4.733
8.4,3.671,1.622,1.48,0.253,-2.11,-4.292,1.2269999999999999,4.545
8.4,3.671,1.376,0.741,-0.486,-2.544,-4.595,1.2269999999999999,4.109
8.4,3.671,1.376,0.736,-0.492,-2.547,-4.597,1.228,4.105
8.4,3.671,1.416,1.002,-0.177,-2.368,-4.48,1.179,4.303000000000001
8.4,3.671,1.472,1.218,0.052,-2.233,-4.384,1.166,4.436
8.4,3.671,1.541,1.359,0.179,-2.156,-4.327,1.18,4.506
8.4,3.671,1.574,1.409,0.21,-2.137,-4.313,1.199,4.523
8.4,3.67,1.585,1.425,0.22,-2.13,-4.308,1.205,4.528
8.4,3.671,1.533,1.29,0.104,-2.233,-4.404,1.186,4.508
8.4,3.67,2.265,2.069,0.617,-1.882,-4.119,1.452,4.736
8.4,3.67,1.625,1.485,0.256,-2.107,-4.29,1.229,4.546
8.4,3.67,1.378,0.748,-0.478,-2.539,-4.591,1.226,4.113
8.4,3.67,1.377,0.743,-0.483,-2.542,-4.593,1.226,4.11
8.4,3.67,1.417,1.008,-0.17,-2.364,-4.477,1.178,4.307
8.4,3.67,1.475,1.225,0.06,-2.228,-4.38,1.165,4.4399999999999995
8.4,3.67,1.544,1.364,0.183,-2.153,-4.325,1.181,4.508
8.4,3.67,1.578,1.415,0.214,-2.134,-4.31,1.201,4.524
8.4,3.67,1.589,1.431,0.224,-2.128,-4.305,1.207,4.529
8.4,3.671,1.538,1.299,0.113,-2.227,-4.4,1.186,4.513000000000001
8.4,3.67,2.279,2.081,0.625,-1.877,-4.115,1.456,4.74
8.4,3.67,1.629,1.492,0.261,-2.104,-4.287,1.2309999999999999,4.548
8.4,3.67,1.379,0.757,-0.466,-2.532,-4.587,1.223,4.1209999999999996
8.4,3.67,1.379,0.753,-0.472,-2.535,-4.589,1.225,4.117000000000001
8.4,3.67,1.419,1.016,-0.162,-2.359,-4.473,1.178,4.311
8.4,3.67,1.477,1.234,0.07,-2.222,-4.376,1.164,4.446000000000001
8.4,3.669,1.549,1.371,0.187,-2.15,-4.322,1.184,4.509
8.4,3.669,1.582,1.422,0.218,-2.131,-4.308,1.204,4.526
8.4,3.669,1.594,1.439,0.228,-2.124,-4.303,1.211,4.531
8.4,3.67,1.543,1.309,0.123,-2.221,-4.395,1.186,4.518
8.4,3.669,2.296,2.095,0.633,-1.871,-4.111,1.4620000000000002,4.744
8.4,3.669,1.634,1.499,0.265,-2.101,-4.284,1.234,4.5489999999999995
8.4,3.669,1.381,0.768,-0.453,-2.524,-4.582,1.221,4.129
8.4,3.669,1.38,0.763,-0.459,-2.527,-4.584,1.222,4.125
8.4,3.669,1.421,1.025,-0.152,-2.353,-4.469,1.1769999999999998,4.317
8.4,3.669,1.48,1.244,0.08,-2.215,-4.37,1.164,4.45
8.4,3.669,1.554,1.379,0.192,-2.147,-4.32,1.187,4.5120000000000005
8.4,3.669,1.588,1.43,0.223,-2.127,-4.305,1.2069999999999999,4.528
8.4,3.668,1.599,1.447,0.234,-2.121,-4.3,1.213,4.534
8.4,3.669,1.548,1.321,0.135,-2.213,-4.389,1.186,4.524
8.4,3.668,2.315,2.111,0.644,-1.864,-4.106,1.467,4.75
8.4,3.668,1.64,1.508,0.271,-2.097,-4.281,1.237,4.552
8.4,3.668,1.383,0.78,-0.438,-2.515,-4.576,1.218,4.138
8.4,3.668,1.382,0.775,-0.444,-2.519,-4.578,1.219,4.134
8.4,3.668,1.423,1.035,-0.141,-2.346,-4.464,1.176,4.323
8.4,3.668,1.484,1.256,0.093,-2.207,-4.365,1.163,4.458
8.4,3.668,1.559,1.387,0.198,-2.143,-4.316,1.189,4.514
8.4,3.668,1.593,1.438,0.229,-2.124,-4.302,1.2089999999999999,4.531
8.4,3.668,1.605,1.455,0.239,-2.117,-4.296,1.2160000000000002,4.535
8.4,3.668,1.553,1.329,0.14,-2.21,-4.387,1.189,4.526999999999999
8.4,3.667,2.335,2.128,0.654,-1.858,-4.101,1.4740000000000002,4.755
8.4,3.667,1.647,1.518,0.278,-2.092,-4.277,1.24,4.555
8.4,3.667,1.385,0.793,-0.423,-2.506,-4.57,1.216,4.147
8.4,3.667,1.384,0.788,-0.429,-2.509,-4.572,1.217,4.143
8.4,3.667,1.425,1.045,-0.13,-2.339,-4.459,1.1749999999999998,4.329
8.4,3.667,1.488,1.268,0.106,-2.199,-4.358,1.162,4.4639999999999995
8.4,3.667,1.565,1.397,0.204,-2.139,-4.313,1.193,4.5169999999999995
8.4,3.667,1.599,1.448,0.235,-2.119,-4.298,1.213,4.533
8.4,3.667,1.611,1.465,0.246,-2.112,-4.293,1.219,4.539
8.4,3.667,1.559,1.338,0.146,-2.206,-4.384,1.1920000000000002,4.53
8.4,3.667,2.356,2.146,0.665,-1.85,-4.095,1.4809999999999999,4.76
8.4,3.667,1.661,1.533,0.288,-2.085,-4.272,1.2449999999999999,4.5600000000000005
8.4,3.667,1.387,0.807,-0.405,-2.496,-4.563,1.2120000000000002,4.1579999999999995
8.4,3.666,1.386,0.802,-0.411,-2.499,-4.565,1.213,4.154000000000001
8.4,3.666,1.427,1.057,-0.117,-2.331,-4.453,1.174,4.336
8.4,3.666,1.495,1.283,0.121,-2.189,-4.351,1.162,4.4719999999999995
8.4,3.666,1.572,1.407,0.21,-2.134,-4.309,1.197,4.519
8.4,3.666,1.606,1.458,0.242,-2.115,-4.294,1.216,4.536
8.4,3.666,1.617,1.475,0.252,-2.108,-4.289,1.223,4.5409999999999995
8.4,3.666,1.566,1.348,0.152,-2.202,-4.38,1.1960000000000002,4.532
8.4,3.666,2.379,2.165,0.677,-1.842,-4.089,1.488,4.766
8.4,3.666,1.675,1.549,0.298,-2.078,-4.266,1.251,4.564
8.4,3.666,1.389,0.822,-0.387,-2.485,-4.556,1.209,4.1690000000000005
8.4,3.665,1.389,0.817,-0.393,-2.488,-4.558,1.21,4.165
8.4,3.665,1.431,1.07,-0.103,-2.323,-4.446,1.173,4.343
8.4,3.665,1.503,1.299,0.138,-2.179,-4.343,1.161,4.481
8.4,3.665,1.578,1.417,0.217,-2.13,-4.306,1.2,4.523
8.4,3.665,1.612,1.468,0.248,-2.11,-4.29,1.22,4.538
8.4,3.665,1.624,1.486,0.259,-2.103,-4.285,1.2269999999999999,4.5440000000000005
8.4,3.665,1.572,1.357,0.158,-2.198,-4.377,1.199,4.535
8.4,3.665,2.402,2.185,0.689,-1.834,-4.083,1.496,4.772
8.4,3.665,1.688,1.564,0.308,-2.071,-4.26,1.256,4.568
8.4,3.665,1.392,0.837,-0.368,-2.474,-4.548,1.205,4.18
8.4,3.664,1.391,0.832,-0.375,-2.477,-4.55,1.2069999999999999,4.175
8.4,3.664,1.435,1.084,-0.088,-2.313,-4.439,1.1720000000000002,4.351
8.4,3.664,1.51,1.316,0.155,-2.168,-4.334,1.161,4.489
8.4,3.664,1.585,1.428,0.224,-2.125,-4.302,1.204,4.526
8.4,3.664,1.619,1.479,0.255,-2.105,-4.286,1.2240000000000002,4.5409999999999995
8.4,3.664,1.631,1.497,0.266,-2.098,-4.281,1.231,4.547
8.4,3.664,1.578,1.368,0.164,-2.194,-4.374,1.2040000000000002,4.537999999999999
8.4,3.664,2.455,2.224,0.716,-1.817,-4.069,1.5080000000000002,4.785
8.4,3.664,1.704,1.581,0.319,-2.063,-4.253,1.262,4.572
8.4,3.663,1.395,0.854,-0.348,-2.462,-4.54,1.202,4.192
8.4,3.663,1.394,0.849,-0.355,-2.466,-4.543,1.204,4.188000000000001
8.4,3.663,1.44,1.098,-0.073,-2.304,-4.432,1.171,4.359
8.4,3.663,1.518,1.328,0.164,-2.162,-4.329,1.1640000000000001,4.492999999999999
8.4,3.663,1.592,1.44,0.231,-2.12,-4.297,1.2089999999999999,4.528
8.4,3.663,1.627,1.491,0.263,-2.1,-4.282,1.2280000000000002,4.545
8.4,3.663,1.638,1.508,0.273,-2.093,-4.276,1.2349999999999999,4.5489999999999995
8.4,3.663,1.585,1.378,0.171,-2.189,-4.37,1.2069999999999999,4.541
8.4,3.662,2.511,2.265,0.743,-1.799,-4.055,1.5220000000000002,4.798
8.4,3.662,1.719,1.598,0.33,-2.056,-4.247,1.268,4.577
8.4,3.662,1.397,0.871,-0.328,-2.45,-4.532,1.199,4.204
8.4,3.662,1.397,0.865,-0.335,-2.454,-4.535,1.2,4.2
8.4,3.662,1.444,1.112,-0.058,-2.294,-4.425,1.1700000000000002,4.367
8.4,3.662,1.525,1.34,0.171,-2.157,-4.325,1.169,4.496
8.4,3.662,1.6,1.451,0.239,-2.115,-4.293,1.2120000000000002,4.532
8.4,3.662,1.634,1.502,0.27,-2.095,-4.278,1.232,4.548
8.4,3.662,1.645,1.52,0.281,-2.088,-4.272,1.2389999999999999,4.553
8.4,3.662,1.592,1.388,0.177,-2.185,-4.367,1.2109999999999999,4.544
8.4,3.661,2.566,2.305,0.77,-1.781,-4.041,1.5350000000000001,4.811
8.4,3.661,1.733,1.614,0.341,-2.048,-4.241,1.2730000000000001,4.582
8.4,3.661,1.401,0.887,-0.307,-2.438,-4.524,1.194,4.217
8.4,3.661,1.4,0.881,-0.315,-2.442,-4.527,1.196,4.212
8.4,3.661,1.448,1.127,-0.042,-2.285,-4.418,1.169,4.376
8.4,3.661,1.532,1.351,0.178,-2.152,-4.321,1.173,4.499
8.4,3.661,1.607,1.462,0.246,-2.11,-4.289,1.216,4.535
8.4,3.661,1.641,1.513,0.277,-2.09,-4.273,1.2359999999999998,4.55
8.4,3.661,1.656,1.534,0.29,-2.081,-4.267,1.244,4.557
8.4,3.661,1.599,1.399,0.184,-2.181,-4.363,1.215,4.547000000000001
8.4,3.66,2.378,2.186,0.684,-1.838,-4.088,1.5019999999999998,4.772
8.4,3.66,1.749,1.632,0.353,-2.04,-4.234,1.279,4.587
8.4,3.66,1.404,0.905,-0.286,-2.425,-4.515,1.191,4.229
8.4,3.66,1.403,0.899,-0.294,-2.429,-4.518,1.193,4.224
8.4,3.66,1.453,1.142,-0.026,-2.275,-4.41,1.168,4.384
8.4,3.66,1.54,1.363,0.186,-2.147,-4.317,1.177,4.503
8.4,3.66,1.614,1.474,0.253,-2.104,-4.285,1.221,4.538
8.4,3.66,1.648,1.525,0.285,-2.084,-4.269,1.24,4.554
8.4,3.66,1.671,1.55,0.301,-2.074,-4.261,1.249,4.562
8.4,3.66,1.614,1.414,0.194,-2.174,-4.358,1.22,4.552
8.4,3.659,2.399,2.203,0.695,-1.832,-4.083,1.508,4.7780000000000005
8.4,3.659,1.764,1.649,0.364,-2.033,-4.228,1.2850000000000001,4.592
8.4,3.659,1.408,0.923,-0.265,-2.413,-4.507,1.1880000000000002,4.242
8.4,3.659,1.407,0.916,-0.273,-2.417,-4.51,1.189,4.237
8.4,3.659,1.457,1.157,-0.01,-2.265,-4.403,1.167,4.393
8.4,3.659,1.547,1.374,0.193,-2.142,-4.313,1.181,4.505999999999999
8.4,3.659,1.622,1.486,0.261,-2.099,-4.28,1.225,4.541
8.4,3.659,1.661,1.541,0.295,-2.077,-4.263,1.246,4.558
8.4,3.659,1.687,1.568,0.312,-2.066,-4.254,1.256,4.566
8.4,3.659,1.629,1.431,0.205,-2.166,-4.352,1.226,4.557
8.4,3.658,2.444,2.237,0.717,-1.818,-4.073,1.52,4.79
8.4,3.658,1.78,1.667,0.375,-2.024,-4.221,1.292,4.596
8.4,3.658,1.412,0.942,-0.242,-2.399,-4.498,1.184,4.256
8.4,3.658,1.411,0.935,-0.25,-2.404,-4.5,1.185,4.25
8.4,3.658,1.462,1.173,0.007,-2.254,-4.395,1.1660000000000001,4.401999999999999
8.4,3.658,1.555,1.386,0.201,-2.136,-4.308,1.1849999999999998,4.5089999999999995
8.4,3.658,1.629,1.498,0.269,-2.094,-4.276,1.229,4.545
8.4,3.658,1.676,1.558,0.306,-2.069,-4.257,1.252,4.563
8.4,3.657,1.702,1.584,0.323,-2.058,-4.248,1.2610000000000001,4.571000000000001
8.4,3.658,1.643,1.446,0.215,-2.16,-4.346,1.2309999999999999,4.561
8.4,3.657,2.488,2.269,0.738,-1.804,-4.062,1.5310000000000001,4.800000000000001
8.4,3.657,1.794,1.682,0.385,-2.018,-4.215,1.297,4.6
8.4,3.657,1.415,0.957,-0.225,-2.389,-4.49,1.182,4.265000000000001
8.4,3.657,1.414,0.952,-0.231,-2.392,-4.492,1.183,4.261
8.4,3.657,1.467,1.187,0.022,-2.244,-4.387,1.165,4.409
8.4,3.657,1.562,1.398,0.208,-2.131,-4.304,1.19,4.5120000000000005
8.4,3.657,1.637,1.509,0.276,-2.088,-4.271,1.2329999999999999,4.547
8.4,3.657,1.691,1.574,0.317,-2.062,-4.25,1.2570000000000001,4.567
8.4,3.656,1.717,1.601,0.334,-2.05,-4.241,1.267,4.574999999999999
8.4,3.657,1.658,1.462,0.225,-2.153,-4.341,1.2369999999999999,4.566
8.4,3.656,2.537,2.304,0.762,-1.789,-4.051,1.5419999999999998,4.813000000000001
8.4,3.656,1.808,1.697,0.394,-2.012,-4.211,1.303,4.605
8.4,3.656,1.418,0.971,-0.209,-2.379,-4.483,1.18,4.274
8.4,3.656,1.417,0.966,-0.215,-2.382,-4.485,1.181,4.2700000000000005
8.4,3.656,1.471,1.203,0.039,-2.234,-4.379,1.1640000000000001,4.417999999999999
8.4,3.656,1.57,1.41,0.216,-2.126,-4.3,1.194,4.516
8.4,3.656,1.644,1.521,0.284,-2.083,-4.267,1.2369999999999999,4.551
8.4,3.655,1.707,1.592,0.329,-2.054,-4.244,1.2630000000000001,4.5729999999999995
8.4,3.655,1.732,1.619,0.346,-2.042,-4.234,1.2730000000000001,4.58
8.4,3.656,1.672,1.478,0.236,-2.146,-4.335,1.242,4.571
8.4,3.655,2.586,2.34,0.786,-1.773,-4.04,1.5539999999999998,4.8260000000000005
8.4,3.655,1.823,1.712,0.403,-2.007,-4.207,1.309,4.609999999999999
8.4,3.655,1.421,0.985,-0.194,-2.369,-4.476,1.179,4.282
8.4,3.655,1.42,0.98,-0.2,-2.373,-4.478,1.18,4.278
8.4,3.655,1.476,1.218,0.055,-2.223,-4.372,1.163,4.427
8.4,3.655,1.578,1.422,0.224,-2.121,-4.296,1.198,4.5200000000000005
8.4,3.655,1.652,1.533,0.291,-2.078,-4.262,1.242,4.553
8.4,3.654,1.722,1.609,0.34,-2.046,-4.237,1.269,4.577
8.4,3.654,1.747,1.635,0.357,-2.035,-4.228,1.278,4.585
8.4,3.655,1.687,1.493,0.246,-2.139,-4.329,1.247,4.574999999999999
8.4,3.654,2.633,2.375,0.808,-1.759,-4.029,1.567,4.837
8.4,3.654,1.837,1.726,0.411,-2.001,-4.203,1.315,4.614
8.4,3.654,1.424,0.999,-0.179,-2.36,-4.469,1.178,4.29
8.4,3.654,1.423,0.993,-0.185,-2.364,-4.471,1.178,4.2860000000000005
8.4,3.654,1.481,1.234,0.072,-2.213,-4.364,1.162,4.436
8.4,3.654,1.585,1.433,0.231,-2.116,-4.291,1.202,4.522
8.4,3.654,1.663,1.547,0.301,-2.071,-4.257,1.246,4.558
8.4,3.653,1.737,1.625,0.351,-2.038,-4.231,1.274,4.582
8.4,3.653,1.762,1.652,0.368,-2.027,-4.222,1.2839999999999998,4.590000000000001
8.4,3.654,1.701,1.509,0.256,-2.132,-4.324,1.253,4.58
8.4,3.653,2.683,2.411,0.832,-1.743,-4.017,1.5790000000000002,4.849
8.4,3.653,1.852,1.741,0.42,-1.996,-4.199,1.3210000000000002,4.619
8.4,3.653,1.427,1.013,-0.164,-2.351,-4.462,1.1769999999999998,4.298
8.4,3.653,1.426,1.007,-0.17,-2.354,-4.464,1.1769999999999998,4.2940000000000005
8.4,3.653,1.485,1.249,0.088,-2.203,-4.356,1.161,4.444
8.4,3.653,1.593,1.445,0.239,-2.11,-4.287,1.206,4.526
8.4,3.652,1.678,1.564,0.312,-2.063,-4.251,1.252,4.563000000000001
8.4,3.652,1.751,1.642,0.362,-2.031,-4.224,1.2799999999999998,4.586
8.4,3.652,1.776,1.668,0.378,-2.02,-4.216,1.29,4.594
8.4,3.653,1.715,1.524,0.266,-2.126,-4.318,1.258,4.584
8.4,3.652,2.73,2.445,0.855,-1.729,-4.006,1.5899999999999999,4.861000000000001
8.4,3.651,1.866,1.755,0.428,-1.99,-4.195,1.327,4.623
8.4,3.651,1.429,1.025,-0.15,-2.343,-4.456,1.1749999999999998,4.306
8.4,3.65,1.428,1.019,-0.158,-2.348,-4.46,1.1769999999999998,4.302
8.4,3.65,1.49,1.262,0.102,-2.195,-4.351,1.16,4.453
8.4,3.648,1.603,1.457,0.245,-2.108,-4.286,1.2120000000000002,4.531
8.4,3.647,1.707,1.588,0.326,-2.056,-4.246,1.262,4.572
8.4,3.645,1.785,1.668,0.376,-2.025,-4.221,1.2919999999999998,4.597
8.4,3.642,1.815,1.696,0.392,-2.016,-4.215,1.3039999999999998,4.607
8.4,3.641,1.781,1.598,0.315,-2.091,-4.289,1.2830000000000001,4.604
8.4,3.64,2.92,2.569,0.936,-1.682,-3.973,1.633,4.909
8.4,3.639,1.928,1.797,0.451,-1.982,-4.193,1.3459999999999999,4.643999999999999
8.4,3.639,1.426,1.03,-0.147,-2.35,-4.466,1.177,4.319
8.4,3.638,1.426,1.024,-0.153,-2.353,-4.468,1.177,4.315
8.4,3.637,1.502,1.284,0.12,-2.19,-4.351,1.1640000000000001,4.471
8.4,3.635,1.626,1.48,0.256,-2.105,-4.287,1.224,4.543
8.4,3.634,1.764,1.638,0.356,-2.04,-4.235,1.282,4.591
8.4,3.631,1.841,1.718,0.405,-2.008,-4.21,1.313,4.615
8.4,3.629,1.873,1.749,0.423,-1.998,-4.202,1.326,4.625
8.4,3.626,1.847,1.674,0.365,-2.056,-4.259,1.309,4.6240000000000006
8.4,3.625,3.152,2.737,1.047,-1.61,-3.918,1.6900000000000002,4.965
8.4,3.625,2.054,1.901,0.517,-1.94,-4.16,1.384,4.6770000000000005
8.4,3.624,1.443,1.087,-0.088,-2.314,-4.44,1.175,4.352
8.4,3.623,1.441,1.078,-0.096,-2.319,-4.443,1.1740000000000002,4.3469999999999995
8.4,3.622,1.538,1.346,0.176,-2.155,-4.324,1.1700000000000002,4.5
8.4,3.62,1.665,1.532,0.29,-2.082,-4.268,1.242,4.558
8.4,3.618,1.827,1.704,0.399,-2.011,-4.211,1.305,4.61
8.4,3.615,1.9,1.775,0.44,-1.987,-4.194,1.335,4.634
8.4,3.612,1.949,1.816,0.465,-1.971,-4.182,1.351,4.647
8.4,3.609,1.936,1.763,0.425,-2.013,-4.223,1.3379999999999999,4.648
8.4,3.608,3.372,2.895,1.153,-1.542,-3.866,1.742,5.019
8.4,3.607,2.17,1.996,0.577,-1.901,-4.13,1.419,4.707
8.4,3.606,1.462,1.14,-0.032,-2.28,-4.415,1.172,4.383
8.4,3.605,1.459,1.129,-0.044,-2.287,-4.421,1.173,4.377000000000001
8.4,3.604,1.569,1.389,0.202,-2.138,-4.311,1.187,4.513
8.4,3.601,1.727,1.595,0.331,-2.055,-4.246,1.264,4.577000000000001
8.4,3.599,1.883,1.756,0.43,-1.992,-4.197,1.326,4.627
8.4,3.595,1.995,1.85,0.487,-1.957,-4.172,1.363,4.659
8.4,3.591,2.054,1.897,0.517,-1.939,-4.158,1.38,4.675000000000001
8.4,3.587,2.051,1.862,0.49,-1.969,-4.187,1.372,4.6770000000000005
8.4,3.585,2.282,2.081,0.631,-1.868,-4.105,1.45,4.736000000000001
8.4,3.584,1.477,1.18,0.009,-2.257,-4.401,1.171,4.41
8.4,3.583,1.474,1.167,-0.005,-2.266,-4.406,1.172,4.401
8.4,3.581,1.599,1.425,0.225,-2.125,-4.302,1.2,4.526999999999999
8.4,3.579,1.788,1.654,0.369,-2.031,-4.227,1.285,4.596
8.4,3.575,1.963,1.822,0.471,-1.967,-4.178,1.351,4.649
8.4,3.571,2.104,1.938,0.544,-1.921,-4.144,1.394,4.688000000000001
8.4,3.566,2.164,1.986,0.574,-1.901,-4.129,1.412,4.702999999999999
8.4,3.561,2.169,1.965,0.557,-1.923,-4.15,1.408,4.707000000000001
8.4,3.56,2.402,2.181,0.695,-1.825,-4.072,1.4860000000000002,4.767
8.4,3.558,1.5,1.245,0.076,-2.215,-4.368,1.169,4.444
8.4,3.557,1.496,1.229,0.059,-2.225,-4.376,1.1700000000000002,4.4350000000000005
8.4,3.554,1.635,1.476,0.258,-2.101,-4.282,1.218,4.54
8.4,3.551,1.854,1.725,0.416,-1.998,-4.199,1.3090000000000002,4.615
8.4,3.547,2.078,1.918,0.534,-1.925,-4.146,1.384,4.68
8.4,3.543,2.216,2.031,0.604,-1.88,-4.112,1.427,4.716
8.4,3.537,2.275,2.079,0.635,-1.861,-4.097,1.4440000000000002,4.732
8.4,3.531,2.285,2.067,0.624,-1.875,-4.112,1.443,4.736
8.4,3.529,2.406,2.205,0.706,-1.816,-4.065,1.499,4.771000000000001
8.4,3.527,1.542,1.325,0.156,-2.163,-4.328,1.169,4.484
8.4,3.526,1.532,1.303,0.134,-2.176,-4.338,1.169,4.472
8.4,3.523,1.673,1.531,0.295,-2.075,-4.26,1.236,4.555
8.4,3.519,1.92,1.791,0.457,-1.969,-4.176,1.3339999999999999,4.633
8.4,3.515,2.195,2.017,0.598,-1.881,-4.11,1.419,4.708
8.4,3.509,2.33,2.129,0.668,-1.836,-4.076,1.4609999999999999,4.744
8.4,3.502,2.387,2.176,0.698,-1.816,-4.061,1.4780000000000002,4.759
8.4,3.495,2.402,2.172,0.693,-1.826,-4.071,1.479,4.763999999999999
8.4,3.493,2.609,2.359,0.811,-1.746,-4.01,1.548,4.821
8.4,3.491,1.588,1.399,0.218,-2.12,-4.293,1.181,4.511
8.4,3.489,1.577,1.383,0.208,-2.126,-4.297,1.175,4.505
8.4,3.486,1.75,1.617,0.355,-2.03,-4.221,1.262,4.5760000000000005
8.4,3.482,2.033,1.891,0.524,-1.923,-4.139,1.367,4.663
8.4,3.477,2.314,2.122,0.668,-1.832,-4.07,1.4539999999999997,4.738
8.4,3.47,2.447,2.231,0.736,-1.788,-4.036,1.4949999999999999,4.771999999999999
8.4,3.462,2.566,2.319,0.795,-1.748,-4.005,1.524,4.8
8.4,3.454,2.611,2.336,0.806,-1.746,-4.006,1.5299999999999998,4.812
8.4,3.452,2.851,2.541,0.935,-1.662,-3.944,1.6059999999999999,4.879
8.4,3.45,1.635,1.469,0.267,-2.083,-4.26,1.202,4.527
8.4,3.447,1.622,1.45,0.255,-2.09,-4.266,1.1949999999999998,4.521
8.4,3.444,1.828,1.708,0.418,-1.983,-4.179,1.29,4.597
8.4,3.439,2.158,2.002,0.597,-1.871,-4.096,1.4049999999999998,4.693
8.4,3.433,2.432,2.226,0.737,-1.782,-4.028,1.4889999999999999,4.765
8.4,3.426,2.456,2.262,0.754,-1.772,-4.023,1.508,4.776999999999999
8.4,3.417,2.548,2.33,0.799,-1.743,-4.001,1.5310000000000001,4.800000000000001
8.4,3.407,2.589,2.35,0.812,-1.737,-3.998,1.538,4.8100000000000005
8.4,3.405,3.094,2.724,1.06,-1.577,-3.877,1.6640000000000001,4.936999999999999
8.4,3.403,1.681,1.536,0.314,-2.047,-4.229,1.222,4.543
8.4,3.4,1.667,1.516,0.301,-2.055,-4.235,1.215,4.5360000000000005
8.4,3.396,1.903,1.788,0.472,-1.943,-4.145,1.316,4.616999999999999
8.4,3.391,2.281,2.111,0.67,-1.818,-4.052,1.4410000000000003,4.7219999999999995
8.4,3.384,2.637,2.386,0.847,-1.705,-3.966,1.5390000000000001,4.813000000000001
8.4,3.376,2.66,2.419,0.862,-1.697,-3.964,1.557,4.826
8.4,3.366,2.77,2.499,0.917,-1.662,-3.937,1.582,4.854
8.4,3.354,2.82,2.529,0.936,-1.651,-3.929,1.593,4.865
8.4,3.352,3.357,2.923,1.197,-1.482,-3.802,1.726,4.9990000000000006
8.4,3.35,1.732,1.614,0.369,-2.003,-4.189,1.245,4.558
8.4,3.347,1.717,1.591,0.355,-2.012,-4.196,1.236,4.551
8.4,3.342,1.981,1.873,0.528,-1.9,-4.109,1.345,4.6370000000000005
8.4,3.336,2.41,2.227,0.749,-1.76,-4.003,1.4779999999999998,4.752
8.4,3.329,2.65,2.421,0.869,-1.686,-3.951,1.5519999999999998,4.82
8.4,3.319,2.898,2.602,0.989,-1.608,-3.893,1.613,4.882
8.4,3.308,3.014,2.687,1.047,-1.57,-3.863,1.64,4.91
8.4,3.295,3.072,2.725,1.072,-1.555,-3.852,1.653,4.9239999999999995
8.4,3.29,1.824,1.724,0.448,-1.942,-4.134,1.276,4.582000000000001
8.4,3.287,1.789,1.686,0.424,-1.957,-4.147,1.262,4.571000000000001
8.4,3.282,2.111,1.995,0.611,-1.839,-4.057,1.3840000000000001,4.668
8.4,3.275,2.581,2.373,0.849,-1.688,-3.945,1.5240000000000002,4.794
8.4,3.266,2.909,2.622,1.009,-1.588,-3.873,1.613,4.882
8.4,3.255,3.168,2.811,1.134,-1.506,-3.811,1.677,4.945
8.4,3.243,3.293,2.904,1.197,-1.464,-3.778,1.7069999999999999,4.975
8.4,3.228,3.361,2.949,1.227,-1.446,-3.764,1.7219999999999998,4.991
8.4,3.222,1.924,1.837,0.525,-1.882,-4.083,1.3119999999999998,4.6080000000000005
8.4,3.218,1.888,1.802,0.505,-1.893,-4.09,1.2970000000000002,4.595
8.4,3.212,2.268,2.141,0.711,-1.764,-3.994,1.4300000000000002,4.705
8.4,3.204,2.69,2.479,0.921,-1.633,-3.901,1.558,4.822
8.4,3.194,3.207,2.854,1.169,-1.474,-3.781,1.685,4.95
8.4,3.182,3.474,3.045,1.296,-1.393,-3.72,1.7489999999999999,5.016
8.4,3.144,2.031,1.954,0.604,-1.821,-4.03,1.35,4.634
8.4,3.139,1.993,1.918,0.584,-1.832,-4.038,1.334,4.622
8.4,3.132,2.444,2.3,0.819,-1.683,-3.927,1.4809999999999999,4.746
8.4,3.123,3.012,2.73,1.096,-1.51,-3.801,1.634,4.897
8.4,3.052,2.189,2.114,0.713,-1.736,-3.957,1.4009999999999998,4.67
8.4,3.046,2.112,2.051,0.675,-1.759,-3.974,1.3760000000000001,4.649
8.4,3.038,2.671,2.496,0.956,-1.584,-3.846,1.54,4.802
8.4,3.027,3.397,3.027,1.304,-1.364,-3.684,1.723,4.988
8.4,2.943,2.431,2.334,0.866,-1.622,-3.862,1.468,4.728
8.4,2.935,2.347,2.27,0.827,-1.644,-3.877,1.443,4.704
8.4,2.925,3.002,2.772,1.149,-1.443,-3.732,1.6229999999999998,4.881
8.4,2.808,2.748,2.616,1.063,-1.477,-3.743,1.5530000000000002,4.806
8.4,2.799,2.654,2.545,1.019,-1.502,-3.76,1.526,4.779
8.4,2.786,3.587,3.221,1.476,-1.22,-3.558,1.745,5.034
8.4,2.635,3.457,3.168,1.465,-1.2,-3.527,1.703,4.992
8.4,2.622,3.295,3.057,1.39,-1.242,-3.555,1.667,4.945
8.6,0.45,13.627,12.337,10.922,9.772,8.423,1.4149999999999991,2.4990000000000006
