logAge,Mass,Umag,Bmag,Vmag,Rmag,Imag,B-V,V-I
7.6,7.674,-1.146,-2.398,-3.689,-4.349,-4.863,1.291,1.1740000000000004
7.6,7.674,-0.888,-2.238,-3.568,-4.252,-4.788,1.33,1.2200000000000002
7.6,7.674,-0.609,-2.071,-3.444,-4.158,-4.72,1.3729999999999998,1.2759999999999998
7.6,7.674,-0.488,-2.025,-3.428,-4.161,-4.741,1.403,1.3129999999999997
7.6,7.674,-0.348,-1.987,-3.43,-4.192,-4.799,1.443,1.3690000000000002
7.6,7.674,-0.27,-1.989,-3.463,-4.246,-4.875,1.474,1.412
7.6,7.674,-0.22,-2.002,-3.5,-4.302,-4.952,1.4980000000000002,1.452
7.6,7.674,-0.178,-2.021,-3.544,-4.363,-5.032,1.5230000000000001,1.488
7.6,7.674,-0.145,-2.04,-3.584,-4.421,-5.112,1.544,1.528
7.6,7.674,-0.136,-2.045,-3.594,-4.435,-5.131,1.549,1.5370000000000004
7.6,7.674,-0.13,-2.051,-3.605,-4.451,-5.152,1.5539999999999998,1.5470000000000002
7.6,7.674,-0.096,-2.079,-3.658,-4.525,-5.252,1.5789999999999997,1.5939999999999999
7.6,7.674,-0.08,-2.094,-3.686,-4.566,-5.314,1.592,1.6280000000000001
7.6,7.675,-0.052,-2.119,-3.735,-4.64,-5.425,1.6159999999999997,1.69
7.6,7.675,-0.033,-2.137,-3.77,-4.698,-5.52,1.633,1.7499999999999996
7.6,7.675,-0.021,-2.152,-3.799,-4.749,-5.608,1.6469999999999998,1.8089999999999997
7.6,7.676,-0.012,-2.165,-3.824,-4.793,-5.685,1.6589999999999998,1.8609999999999998
7.6,7.677,-0.012,-2.171,-3.836,-4.826,-5.761,1.665,1.9250000000000003
7.6,7.677,-0.013,-2.178,-3.848,-4.858,-5.831,1.67,1.9830000000000005
7.6,7.678,-0.013,-2.181,-3.855,-4.876,-5.871,1.674,2.0160000000000005
7.6,7.679,-0.014,-2.179,-3.854,-4.895,-5.927,1.6750000000000003,2.0729999999999995
7.6,7.68,-0.015,-2.175,-3.85,-4.901,-5.954,1.6750000000000003,2.1039999999999996
7.6,7.683,-0.017,-2.18,-3.856,-4.901,-5.943,1.6759999999999997,2.0869999999999997
7.6,7.696,-0.03,-2.201,-3.874,-4.888,-5.869,1.673,1.9949999999999997
7.6,7.705,-0.039,-2.205,-3.873,-4.864,-5.797,1.6680000000000001,1.9239999999999995
7.6,7.713,-0.045,-2.207,-3.869,-4.838,-5.728,1.6620000000000004,1.8589999999999995
7.6,7.72,-0.059,-2.199,-3.85,-4.799,-5.657,1.6510000000000002,1.807
7.6,7.727,-0.075,-2.191,-3.829,-4.76,-5.584,1.6380000000000003,1.7549999999999994
7.6,7.736,-0.095,-2.183,-3.807,-4.717,-5.507,1.624,1.6999999999999997
7.6,7.746,-0.128,-2.176,-3.782,-4.672,-5.433,1.6059999999999999,1.6509999999999998
7.6,7.76,-0.176,-2.183,-3.771,-4.641,-5.371,1.588,1.6000000000000005
7.6,7.781,-0.266,-2.217,-3.781,-4.628,-5.328,1.564,1.5470000000000002
7.6,7.794,-0.325,-2.246,-3.797,-4.63,-5.313,1.5510000000000002,1.5159999999999996
7.6,7.81,-0.514,-2.387,-3.918,-4.729,-5.384,1.5310000000000001,1.4660000000000002
7.6,7.819,-0.814,-2.611,-4.109,-4.889,-5.507,1.4979999999999998,1.3979999999999997
7.6,7.822,-0.965,-2.718,-4.199,-4.963,-5.567,1.4809999999999999,1.3680000000000003
7.6,7.823,-1.244,-2.895,-4.337,-5.072,-5.647,1.4419999999999997,1.3100000000000005
7.6,7.824,-1.452,-3.021,-4.432,-5.145,-5.7,1.4110000000000005,1.2679999999999998
7.6,7.825,-1.822,-3.208,-4.55,-5.222,-5.741,1.3419999999999996,1.1909999999999998
7.6,7.825,-2.072,-3.345,-4.628,-5.275,-5.772,1.283,1.1440000000000001
7.6,7.825,-2.231,-3.441,-4.68,-5.31,-5.795,1.2389999999999999,1.1150000000000002
7.6,7.825,-2.374,-3.528,-4.725,-5.34,-5.814,1.1969999999999996,1.0890000000000004
7.6,7.826,-2.526,-3.617,-4.771,-5.367,-5.83,1.154,1.0590000000000002
7.6,7.826,-2.735,-3.724,-4.826,-5.397,-5.842,1.1019999999999994,1.016
7.6,7.826,-2.985,-3.855,-4.89,-5.429,-5.851,1.0349999999999997,0.9610000000000003
7.6,7.826,-3.176,-3.959,-4.938,-5.45,-5.854,0.9789999999999996,0.9160000000000004
7.6,7.826,-3.359,-4.061,-4.983,-5.468,-5.854,0.9219999999999997,0.8710000000000004
7.6,7.827,-3.527,-4.16,-5.026,-5.483,-5.849,0.8659999999999997,0.8230000000000004
7.6,7.827,-3.715,-4.269,-5.067,-5.493,-5.837,0.798,0.7699999999999996
7.6,7.827,-3.88,-4.371,-5.104,-5.499,-5.823,0.7329999999999997,0.7190000000000003
7.6,7.828,-4.035,-4.472,-5.138,-5.502,-5.803,0.6659999999999995,0.665
7.6,7.828,-4.185,-4.572,-5.17,-5.502,-5.779,0.5979999999999999,0.609
7.6,7.829,-4.334,-4.674,-5.197,-5.495,-5.749,0.5229999999999997,0.5519999999999996
7.6,7.83,-4.449,-4.762,-5.222,-5.49,-5.722,0.46000000000000085,0.5
7.6,7.831,-4.558,-4.849,-5.245,-5.483,-5.691,0.3959999999999999,0.44599999999999973
7.6,7.832,-4.649,-4.927,-5.266,-5.477,-5.664,0.3390000000000004,0.3979999999999997
7.6,7.834,-4.736,-5.001,-5.285,-5.469,-5.636,0.2839999999999998,0.351
7.6,7.835,-4.819,-5.072,-5.303,-5.46,-5.606,0.23099999999999987,0.30299999999999994
7.6,7.838,-4.897,-5.137,-5.32,-5.452,-5.579,0.18300000000000072,0.25899999999999945
7.6,7.841,-4.986,-5.201,-5.336,-5.441,-5.546,0.13500000000000068,0.20999999999999996
7.6,7.848,-5.097,-5.266,-5.342,-5.413,-5.489,0.07599999999999962,0.14700000000000024
7.6,7.853,-5.081,-5.26,-5.347,-5.426,-5.508,0.08700000000000063,0.1609999999999996
7.6,7.862,-5.038,-5.24,-5.357,-5.452,-5.548,0.11699999999999999,0.19099999999999984
7.6,7.872,-4.975,-5.205,-5.366,-5.487,-5.604,0.1609999999999996,0.23800000000000043
7.6,7.889,-4.905,-5.157,-5.377,-5.528,-5.671,0.21999999999999975,0.2940000000000005
7.6,7.903,-4.819,-5.087,-5.373,-5.558,-5.726,0.2860000000000005,0.35299999999999976
7.6,7.91,-4.745,-5.025,-5.362,-5.571,-5.758,0.33699999999999974,0.3959999999999999
7.6,7.915,-4.672,-4.964,-5.35,-5.581,-5.786,0.38599999999999923,0.43599999999999994
7.6,7.921,-4.569,-4.883,-5.333,-5.596,-5.823,0.4500000000000002,0.4900000000000002
7.6,7.924,-4.48,-4.814,-5.316,-5.603,-5.849,0.5019999999999998,0.5330000000000004
7.6,7.928,-4.337,-4.714,-5.29,-5.612,-5.882,0.5759999999999996,0.5919999999999996
7.6,7.932,-4.171,-4.603,-5.257,-5.615,-5.912,0.6539999999999999,0.6550000000000002
7.6,7.934,-3.998,-4.49,-5.22,-5.614,-5.936,0.7299999999999995,0.7160000000000002
7.6,7.937,-3.813,-4.376,-5.179,-5.606,-5.952,0.8029999999999999,0.7729999999999997
7.6,7.939,-3.616,-4.262,-5.135,-5.595,-5.963,0.8730000000000002,0.8280000000000003
7.6,7.94,-3.449,-4.163,-5.092,-5.58,-5.967,0.9289999999999994,0.875
7.6,7.941,-3.244,-4.049,-5.041,-5.558,-5.966,0.992,0.9249999999999998
7.6,7.943,-3.026,-3.93,-4.985,-5.532,-5.961,1.0550000000000002,0.976
7.6,7.944,-2.921,-3.875,-4.959,-5.52,-5.958,1.0839999999999996,0.9990000000000006
7.6,7.945,-3.303,-4.085,-5.062,-5.572,-5.975,0.9770000000000003,0.9129999999999994
7.6,7.945,-3.605,-4.262,-5.143,-5.608,-5.979,0.8810000000000002,0.8360000000000003
7.6,7.946,-3.822,-4.39,-5.197,-5.626,-5.973,0.8070000000000004,0.7759999999999998
7.6,7.946,-3.932,-4.458,-5.224,-5.634,-5.967,0.766,0.7429999999999994
7.6,7.947,-4.013,-4.509,-5.244,-5.639,-5.962,0.7349999999999994,0.718
7.6,7.947,-4.052,-4.535,-5.254,-5.641,-5.959,0.7189999999999994,0.7050000000000001
7.6,7.947,-4.082,-4.555,-5.261,-5.643,-5.957,0.7060000000000004,0.6959999999999997
7.6,7.947,-4.106,-4.572,-5.267,-5.644,-5.954,0.6950000000000003,0.6869999999999994
7.6,7.947,-4.129,-4.587,-5.272,-5.645,-5.952,0.6850000000000005,0.6799999999999997
7.6,7.947,-4.151,-4.602,-5.278,-5.646,-5.95,0.6759999999999993,0.6720000000000006
7.6,7.947,-4.174,-4.617,-5.283,-5.647,-5.948,0.6660000000000004,0.665
7.6,7.947,-4.197,-4.633,-5.289,-5.648,-5.946,0.6559999999999997,0.657
7.6,7.947,-4.229,-4.654,-5.297,-5.65,-5.942,0.6429999999999998,0.6450000000000005
7.6,7.947,-4.257,-4.674,-5.304,-5.651,-5.939,0.6299999999999999,0.6349999999999998
7.6,7.947,-4.289,-4.696,-5.312,-5.652,-5.935,0.6160000000000005,0.6229999999999993
7.6,7.948,-4.327,-4.722,-5.321,-5.654,-5.931,0.5989999999999993,0.6100000000000003
7.6,7.948,-4.377,-4.756,-5.332,-5.653,-5.923,0.5759999999999996,0.5910000000000002
7.6,7.948,-4.452,-4.808,-5.348,-5.653,-5.912,0.54,0.5640000000000001
7.6,7.951,-4.519,-4.854,-5.355,-5.642,-5.887,0.5010000000000003,0.5319999999999991
7.6,7.955,-4.41,-4.775,-5.331,-5.643,-5.907,0.556,0.5759999999999996
7.6,7.958,-4.274,-4.685,-5.307,-5.65,-5.935,0.6220000000000008,0.6279999999999992
7.6,7.962,-4.097,-4.568,-5.27,-5.65,-5.962,0.702,0.6920000000000002
7.6,7.964,-3.907,-4.447,-5.228,-5.644,-5.982,0.7809999999999997,0.7540000000000004
7.6,7.967,-3.714,-4.335,-5.186,-5.636,-5.996,0.851,0.8100000000000005
7.6,7.969,-3.481,-4.197,-5.128,-5.616,-6.003,0.931,0.875
7.6,7.97,-3.278,-4.085,-5.077,-5.595,-6.002,0.992,0.9249999999999998
7.6,7.972,-3.054,-3.963,-5.02,-5.568,-5.997,1.0569999999999995,0.9770000000000003
7.6,7.973,-2.815,-3.838,-4.957,-5.536,-5.986,1.1189999999999998,1.029
7.6,7.974,-2.578,-3.714,-4.893,-5.5,-5.97,1.1789999999999998,1.077
7.6,7.975,-2.382,-3.596,-4.835,-5.464,-5.947,1.2389999999999999,1.112
7.6,7.976,-2.166,-3.469,-4.768,-5.42,-5.92,1.299,1.1520000000000001
7.6,7.976,-1.891,-3.325,-4.684,-5.364,-5.888,1.359,1.2039999999999997
7.6,7.977,-1.581,-3.166,-4.583,-5.297,-5.851,1.4170000000000003,1.2679999999999998
7.6,7.978,-1.243,-2.977,-4.449,-5.201,-5.789,1.472,1.3399999999999999
7.6,7.98,-0.934,-2.783,-4.3,-5.086,-5.71,1.517,1.4100000000000001
7.6,7.981,-0.772,-2.675,-4.214,-5.02,-5.666,1.5390000000000006,1.452
7.6,7.983,-0.506,-2.489,-4.062,-4.904,-5.593,1.5730000000000004,1.5309999999999997
7.6,8.005,-0.26,-2.351,-3.974,-4.873,-5.643,1.6230000000000002,1.6689999999999996
7.6,8.011,-0.192,-2.332,-3.979,-4.91,-5.732,1.6470000000000002,1.7530000000000001
7.6,8.012,-0.173,-2.328,-3.983,-4.929,-5.777,1.6550000000000002,1.794
7.6,8.012,-0.17,-2.328,-3.985,-4.934,-5.786,1.657,1.8009999999999997
7.6,8.013,-0.15,-2.332,-4.003,-4.975,-5.87,1.6710000000000003,1.867
7.6,8.014,-0.147,-2.329,-4.001,-4.98,-5.886,1.6720000000000002,1.8849999999999998
7.6,8.014,-0.145,-2.328,-4.001,-4.982,-5.895,1.6730000000000005,1.8939999999999992
7.6,8.014,-0.143,-2.327,-4.0,-4.986,-5.906,1.673,1.9059999999999997
7.6,8.015,-0.137,-2.323,-4.0,-5.001,-5.951,1.677,1.9509999999999996
7.6,8.016,-0.124,-2.314,-3.998,-5.026,-6.031,1.6840000000000002,2.0329999999999995
7.6,8.016,-0.118,-2.29,-3.973,-5.038,-6.11,1.6829999999999998,2.1370000000000005
7.6,8.017,-0.116,-2.27,-3.952,-5.046,-6.175,1.682,2.223
7.6,8.017,-0.114,-2.244,-3.922,-5.047,-6.231,1.678,2.3089999999999997
7.6,8.018,-0.112,-2.207,-3.876,-5.037,-6.282,1.669,2.406
7.6,8.019,-0.11,-2.178,-3.838,-5.028,-6.322,1.6600000000000001,2.484
7.6,8.019,-0.111,-2.18,-3.841,-5.03,-6.322,1.661,2.481
7.6,8.019,-0.112,-2.174,-3.833,-5.03,-6.334,1.6590000000000003,2.5009999999999994
7.6,8.02,-0.111,-2.112,-3.754,-5.005,-6.39,1.642,2.6359999999999997
7.6,8.025,-0.112,-1.861,-3.436,-4.887,-6.519,1.575,3.083
7.6,8.027,-0.111,-1.709,-3.249,-4.81,-6.551,1.54,3.302
7.6,8.029,-0.114,-1.694,-3.23,-4.804,-6.555,1.536,3.3249999999999997
7.6,8.03,-0.115,-1.699,-3.235,-4.807,-6.556,1.5359999999999998,3.321
7.6,8.031,-0.116,-1.706,-3.244,-4.812,-6.557,1.5380000000000003,3.313
7.6,8.031,-0.117,-1.712,-3.252,-4.816,-6.558,1.5399999999999998,3.306
7.6,8.032,-0.117,-1.699,-3.235,-4.809,-6.558,1.5359999999999998,3.323
7.6,8.033,-0.117,-1.684,-3.218,-4.801,-6.558,1.534,3.34
7.6,8.035,-0.118,-1.662,-3.19,-4.79,-6.559,1.528,3.369
7.6,8.052,-0.134,-1.901,-3.482,-4.925,-6.546,1.5810000000000002,3.064
7.6,8.069,-0.14,-1.861,-3.431,-4.908,-6.567,1.57,3.136
7.6,8.086,-0.146,-1.807,-3.363,-4.886,-6.594,1.556,3.2310000000000003
7.6,8.105,-0.155,-1.754,-3.297,-4.865,-6.61,1.5430000000000001,3.313
7.8,0.45,13.439,12.186,10.783,9.575,8.128,1.4030000000000005,2.6549999999999994
7.8,0.5,13.019,11.77,10.381,9.221,7.841,1.3889999999999993,2.54
7.8,0.515,12.902,11.651,10.268,9.123,7.761,1.3829999999999991,2.5070000000000006
7.8,0.55,12.582,11.326,9.956,8.849,7.537,1.370000000000001,2.4189999999999996
7.8,0.567,12.432,11.169,9.805,8.717,7.435,1.3640000000000008,2.37
7.8,0.575,12.358,11.09,9.728,8.65,7.382,1.362,2.346
7.8,0.588,12.207,10.93,9.573,8.513,7.276,1.3569999999999993,2.2970000000000006
7.8,0.6,12.066,10.776,9.42,8.378,7.175,1.3559999999999999,2.245
7.8,0.619,11.826,10.509,9.152,8.141,7.008,1.357000000000001,2.1439999999999992
7.8,0.65,11.37,9.991,8.638,7.684,6.693,1.3529999999999998,1.9450000000000003
7.8,0.65,11.366,9.986,8.633,7.679,6.69,1.3530000000000015,1.9429999999999987
7.8,0.652,11.34,9.955,8.604,7.653,6.673,1.3510000000000009,1.9309999999999992
7.8,0.668,11.058,9.632,8.297,7.378,6.49,1.334999999999999,1.8070000000000004
7.8,0.685,10.738,9.277,7.974,7.091,6.298,1.302999999999999,1.6760000000000002
7.8,0.7,10.414,8.945,7.682,6.834,6.129,1.263,1.5530000000000008
7.8,0.702,10.369,8.9,7.644,6.802,6.11,1.2560000000000002,1.5339999999999998
7.8,0.714,9.929,8.541,7.351,6.557,5.959,1.1900000000000004,1.3920000000000003
7.8,0.717,9.823,8.461,7.286,6.504,5.925,1.1750000000000007,1.3609999999999998
7.8,0.72,9.743,8.405,7.243,6.469,5.902,1.161999999999999,1.3410000000000002
7.8,0.73,9.453,8.203,7.086,6.346,5.815,1.116999999999999,1.271
7.8,0.739,9.332,8.123,7.025,6.301,5.783,1.097999999999999,1.242
7.8,0.75,9.14,7.995,6.929,6.229,5.732,1.0659999999999998,1.197
7.8,0.784,8.774,7.735,6.716,6.056,5.585,1.0190000000000001,1.1310000000000002
7.8,0.8,8.582,7.593,6.597,5.956,5.498,0.9959999999999996,1.0990000000000002
7.8,0.825,8.298,7.387,6.427,5.814,5.373,0.96,1.0539999999999994
7.8,0.85,8.036,7.2,6.271,5.684,5.257,0.9290000000000003,1.0140000000000002
7.8,0.882,7.718,6.97,6.076,5.52,5.109,0.8940000000000001,0.9669999999999996
7.8,0.899,7.52,6.827,5.955,5.416,5.016,0.8719999999999999,0.9390000000000001
7.8,0.95,6.994,6.443,5.628,5.133,4.757,0.8149999999999995,0.8710000000000004
7.8,1.0,6.512,6.088,5.328,4.872,4.518,0.7599999999999998,0.8100000000000005
7.8,1.05,6.046,5.746,5.038,4.618,4.284,0.7080000000000002,0.7540000000000004
7.8,1.052,6.026,5.731,5.026,4.607,4.274,0.7050000000000001,0.7519999999999998
7.8,1.099,5.632,5.427,4.77,4.381,4.066,0.657,0.7039999999999997
7.8,1.149,5.291,5.152,4.535,4.169,3.869,0.617,0.6659999999999999
7.8,1.2,4.927,4.85,4.279,3.939,3.656,0.5709999999999997,0.6229999999999998
7.8,1.234,4.725,4.674,4.127,3.801,3.527,0.5470000000000006,0.5999999999999996
7.8,1.242,4.614,4.582,4.055,3.739,3.473,0.5270000000000001,0.5819999999999999
7.8,1.244,4.592,4.565,4.042,3.729,3.464,0.5230000000000006,0.5779999999999998
7.8,1.25,4.566,4.542,4.024,3.712,3.448,0.5179999999999998,0.5760000000000001
7.8,1.3,4.283,4.288,3.809,3.517,3.268,0.4790000000000001,0.5410000000000004
7.8,1.35,4.03,4.049,3.604,3.332,3.098,0.4450000000000003,0.5060000000000002
7.8,1.4,3.798,3.826,3.414,3.16,2.941,0.4119999999999999,0.4730000000000003
7.8,1.45,3.588,3.616,3.235,2.999,2.796,0.3810000000000002,0.43900000000000006
7.8,1.5,3.391,3.415,3.065,2.848,2.662,0.3500000000000001,0.403
7.8,1.55,3.202,3.219,2.902,2.707,2.54,0.3169999999999997,0.3620000000000001
7.8,1.6,3.025,3.031,2.747,2.575,2.43,0.28400000000000025,0.3169999999999997
7.8,1.649,2.856,2.849,2.598,2.451,2.328,0.25100000000000033,0.27
7.8,1.674,2.777,2.763,2.528,2.393,2.28,0.23499999999999988,0.24800000000000022
7.8,1.699,2.7,2.68,2.46,2.336,2.234,0.2200000000000002,0.22599999999999998
7.8,1.724,2.625,2.599,2.394,2.282,2.19,0.20500000000000007,0.20400000000000018
7.8,1.749,2.553,2.521,2.331,2.23,2.148,0.18999999999999995,0.18299999999999983
7.8,1.774,2.48,2.443,2.268,2.178,2.104,0.17500000000000027,0.1639999999999997
7.8,1.799,2.41,2.368,2.209,2.128,2.064,0.1589999999999998,0.14500000000000002
7.8,1.824,2.343,2.298,2.153,2.082,2.025,0.14500000000000002,0.1280000000000001
7.8,1.849,2.276,2.229,2.099,2.037,1.988,0.1299999999999999,0.11100000000000021
7.8,1.874,2.21,2.163,2.045,1.991,1.949,0.11799999999999988,0.09599999999999986
7.8,1.899,2.145,2.101,1.995,1.949,1.913,0.10599999999999987,0.08200000000000007
7.8,1.924,2.081,2.04,1.946,1.907,1.877,0.09400000000000008,0.06899999999999995
7.8,1.947,2.023,1.987,1.903,1.87,1.844,0.08400000000000007,0.05899999999999994
7.8,1.994,1.91,1.887,1.821,1.797,1.781,0.06600000000000006,0.040000000000000036
7.8,2.039,1.802,1.793,1.744,1.729,1.721,0.04899999999999993,0.02299999999999991
7.8,2.08,1.71,1.716,1.679,1.671,1.668,0.03699999999999992,0.01100000000000012
7.8,2.085,1.699,1.706,1.671,1.663,1.662,0.03499999999999992,0.009000000000000119
7.8,2.13,1.6,1.624,1.601,1.6,1.604,0.02300000000000013,-0.0030000000000001137
7.8,2.176,1.505,1.545,1.535,1.538,1.548,0.010000000000000009,-0.013000000000000123
7.8,2.222,1.413,1.471,1.471,1.479,1.493,0.0,-0.02200000000000002
7.8,2.268,1.325,1.399,1.409,1.421,1.44,-0.010000000000000009,-0.030999999999999917
7.8,2.36,1.156,1.264,1.291,1.31,1.336,-0.026999999999999913,-0.04500000000000015
7.8,2.493,0.926,1.083,1.129,1.155,1.19,-0.04600000000000004,-0.06099999999999994
7.8,2.543,0.843,1.018,1.071,1.099,1.136,-0.052999999999999936,-0.06499999999999995
7.8,2.727,0.554,0.792,0.864,0.899,0.945,-0.07199999999999995,-0.08099999999999996
7.8,2.911,0.286,0.584,0.669,0.709,0.762,-0.08500000000000008,-0.09299999999999997
7.8,3.001,0.162,0.486,0.578,0.619,0.675,-0.09199999999999997,-0.09700000000000009
7.8,3.094,0.037,0.388,0.485,0.529,0.588,-0.09699999999999998,-0.10299999999999998
7.8,3.23,-0.137,0.25,0.354,0.4,0.463,-0.10399999999999998,-0.10900000000000004
7.8,3.277,-0.196,0.203,0.31,0.357,0.421,-0.10699999999999998,-0.11099999999999999
7.8,3.413,-0.359,0.071,0.185,0.233,0.301,-0.114,-0.11599999999999999
7.8,3.46,-0.413,0.027,0.143,0.192,0.261,-0.11599999999999999,-0.11800000000000002
7.8,3.578,-0.547,-0.082,0.038,0.09,0.161,-0.12,-0.123
7.8,3.643,-0.619,-0.142,-0.019,0.034,0.107,-0.12299999999999998,-0.126
7.8,3.768,-0.753,-0.255,-0.126,-0.072,0.004,-0.129,-0.13
7.8,3.828,-0.818,-0.308,-0.178,-0.123,-0.046,-0.13,-0.132
7.8,4.014,-1.009,-0.471,-0.334,-0.276,-0.196,-0.13699999999999996,-0.138
7.8,4.026,-1.022,-0.482,-0.345,-0.286,-0.206,-0.137,-0.13899999999999998
7.8,4.195,-1.193,-0.63,-0.487,-0.426,-0.343,-0.14300000000000002,-0.14399999999999996
7.8,4.377,-1.373,-0.788,-0.639,-0.576,-0.489,-0.14900000000000002,-0.15000000000000002
7.8,4.533,-1.524,-0.921,-0.768,-0.703,-0.614,-0.15300000000000002,-0.15400000000000003
7.8,4.561,-1.551,-0.945,-0.792,-0.726,-0.637,-0.1529999999999999,-0.15500000000000003
7.8,4.702,-1.689,-1.071,-0.913,-0.847,-0.756,-0.15799999999999992,-0.15700000000000003
7.8,4.745,-1.731,-1.109,-0.951,-0.884,-0.792,-0.15800000000000003,-0.15899999999999992
7.8,4.86,-1.843,-1.212,-1.051,-0.983,-0.89,-0.16100000000000003,-0.16099999999999992
7.8,4.929,-1.912,-1.276,-1.114,-1.045,-0.951,-0.16199999999999992,-0.16300000000000014
7.8,4.999,-1.981,-1.34,-1.176,-1.107,-1.012,-0.16400000000000015,-0.16399999999999992
7.8,5.114,-2.096,-1.448,-1.282,-1.212,-1.117,-0.16599999999999993,-0.16500000000000004
7.8,5.141,-2.124,-1.474,-1.308,-1.237,-1.142,-0.16599999999999993,-0.16600000000000015
7.8,5.244,-2.233,-1.578,-1.411,-1.341,-1.245,-0.16700000000000004,-0.16599999999999993
7.8,5.298,-2.291,-1.634,-1.466,-1.395,-1.299,-0.16799999999999993,-0.16700000000000004
7.8,5.429,-2.434,-1.774,-1.605,-1.534,-1.438,-0.16900000000000004,-0.16700000000000004
7.8,5.482,-2.494,-1.833,-1.664,-1.593,-1.497,-0.16900000000000004,-0.16699999999999982
7.8,5.508,-2.524,-1.862,-1.693,-1.622,-1.526,-0.16900000000000004,-0.16700000000000004
7.8,5.614,-2.651,-1.99,-1.821,-1.752,-1.656,-0.16900000000000004,-0.16500000000000004
7.8,5.666,-2.717,-2.058,-1.889,-1.82,-1.725,-0.16899999999999982,-0.16399999999999992
7.8,5.709,-2.772,-2.114,-1.946,-1.877,-1.783,-0.16799999999999993,-0.16300000000000003
7.8,5.798,-2.889,-2.237,-2.069,-2.002,-1.909,-0.16800000000000015,-0.15999999999999992
7.8,5.85,-2.964,-2.317,-2.151,-2.084,-1.993,-0.16600000000000037,-0.1579999999999997
7.8,5.878,-3.004,-2.359,-2.193,-2.127,-2.036,-0.16599999999999993,-0.15700000000000003
7.8,5.963,-3.134,-2.5,-2.337,-2.273,-2.185,-0.1629999999999998,-0.15200000000000014
7.8,6.033,-3.25,-2.629,-2.468,-2.407,-2.321,-0.16100000000000003,-0.1469999999999998
7.8,6.086,-3.342,-2.732,-2.574,-2.515,-2.431,-0.15800000000000036,-0.1429999999999998
7.8,6.149,-3.458,-2.857,-2.702,-2.645,-2.564,-0.15500000000000025,-0.1379999999999999
7.8,6.162,-3.48,-2.881,-2.726,-2.669,-2.589,-0.1549999999999998,-0.137
7.8,6.176,-3.498,-2.888,-2.731,-2.673,-2.59,-0.15700000000000003,-0.14100000000000001
7.8,6.194,-3.515,-2.884,-2.721,-2.66,-2.574,-0.1629999999999998,-0.14700000000000024
7.8,6.199,-3.514,-2.862,-2.695,-2.63,-2.54,-0.16700000000000026,-0.1549999999999998
7.8,6.201,-3.515,-2.843,-2.671,-2.603,-2.509,-0.17200000000000015,-0.16199999999999992
7.8,6.202,-3.522,-2.833,-2.656,-2.585,-2.488,-0.17700000000000005,-0.16800000000000015
7.8,6.203,-3.532,-2.828,-2.648,-2.575,-2.475,-0.17999999999999972,-0.17300000000000004
7.8,6.203,-3.535,-2.826,-2.645,-2.572,-2.471,-0.18100000000000005,-0.17399999999999993
7.8,6.204,-3.508,-2.809,-2.63,-2.558,-2.459,-0.17900000000000027,-0.17099999999999982
7.8,6.204,-3.478,-2.8,-2.626,-2.557,-2.462,-0.17399999999999993,-0.1639999999999997
7.8,6.204,-3.487,-2.827,-2.658,-2.591,-2.5,-0.16900000000000004,-0.15799999999999992
7.8,6.204,-3.53,-2.892,-2.728,-2.666,-2.579,-0.1639999999999997,-0.14900000000000002
7.8,6.204,-3.594,-2.977,-2.819,-2.76,-2.677,-0.15799999999999992,-0.1419999999999999
7.8,6.205,-3.662,-3.067,-2.914,-2.859,-2.78,-0.15300000000000002,-0.13400000000000034
7.8,6.205,-3.726,-3.152,-3.005,-2.953,-2.879,-0.14700000000000024,-0.1259999999999999
7.8,6.205,-3.781,-3.231,-3.089,-3.04,-2.97,-0.1419999999999999,-0.11899999999999977
7.8,6.205,-3.829,-3.303,-3.166,-3.122,-3.056,-0.137,-0.10999999999999988
7.8,6.206,-3.873,-3.371,-3.239,-3.198,-3.137,-0.13200000000000012,-0.10199999999999987
7.8,6.206,-3.918,-3.45,-3.325,-3.288,-3.232,-0.125,-0.09299999999999997
7.8,6.206,-3.949,-3.509,-3.389,-3.355,-3.303,-0.1200000000000001,-0.08599999999999985
7.8,6.206,-3.974,-3.563,-3.449,-3.418,-3.371,-0.11400000000000032,-0.07799999999999985
7.8,6.206,-3.994,-3.614,-3.506,-3.479,-3.436,-0.1080000000000001,-0.06999999999999984
7.8,6.207,-4.009,-3.662,-3.56,-3.536,-3.498,-0.10199999999999987,-0.06199999999999983
7.8,6.207,-4.021,-3.707,-3.612,-3.59,-3.557,-0.09499999999999975,-0.05500000000000016
7.8,6.207,-4.029,-3.76,-3.672,-3.655,-3.628,-0.08799999999999963,-0.04400000000000004
7.8,6.207,-4.031,-3.799,-3.718,-3.704,-3.682,-0.08099999999999996,-0.03600000000000003
7.8,6.207,-4.03,-3.836,-3.761,-3.75,-3.734,-0.07499999999999973,-0.027000000000000135
7.8,6.208,-4.024,-3.869,-3.802,-3.794,-3.784,-0.06700000000000017,-0.018000000000000238
7.8,6.208,-4.014,-3.899,-3.84,-3.836,-3.832,-0.05900000000000016,-0.008000000000000007
7.8,6.208,-4.0,-3.924,-3.875,-3.875,-3.878,-0.04899999999999993,0.0030000000000001137
7.8,6.208,-3.979,-3.944,-3.906,-3.912,-3.922,-0.03799999999999981,0.016000000000000014
7.8,6.208,-3.952,-3.958,-3.934,-3.947,-3.965,-0.02400000000000002,0.030999999999999694
